STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HU,Hungary,2023,,-0.55,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HU,Hungary,2024,,0.30,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IE,Ireland,2020,,-1.92,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IE,Ireland,2021,,1.07,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IE,Ireland,2022,,0.89,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IE,Ireland,2023,,-0.09,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IE,Ireland,2024,,-0.49,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IS,Iceland,2020,,-4.80,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IS,Iceland,2021,,2.49,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IS,Iceland,2022,,3.73,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IS,Iceland,2023,,1.92,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IS,Iceland,2024,,-0.37,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IT,Italy,2020,,-3.24,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IT,Italy,2021,,2.55,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IT,Italy,2022,,1.52,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IT,Italy,2023,,0.17,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IT,Italy,2024,,-0.04,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",LT,Lithuania,2020,,-0.75,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",LT,Lithuania,2021,,1.63,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",LT,Lithuania,2022,,-0.70,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",LT,Lithuania,2023,,-0.39,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",LT,Lithuania,2024,,0.47,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",LU,Luxembourg,2020,,-1.29,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",LU,Luxembourg,2021,,0.96,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",LU,Luxembourg,2022,,-0.86,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",LU,Luxembourg,2023,,-0.73,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",LU,Luxembourg,2024,,0.11,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",LV,Latvia,2020,,-2.28,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",LV,Latvia,2021,,2.90,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",LV,Latvia,2022,,1.30,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",LV,Latvia,2023,,0.95,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",LV,Latvia,2024,,-0.05,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",ME,Montenegro,2020,,-8.49,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",ME,Montenegro,2021,,8.93,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",ME,Montenegro,2022,,3.87,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",ME,Montenegro,2023,,2.82,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",ME,Montenegro,2024,,0.58,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",MK,North Macedonia,2020,,-2.15,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",MK,North Macedonia,2021,,1.48,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",MK,North Macedonia,2022,,0.46,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",MK,North Macedonia,2023,,0.59,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",MK,North Macedonia,2024,,1.13,,e,estimated,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",MT,Malta,2020,,-7.01,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",MT,Malta,2021,,4.12,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",MT,Malta,2022,,3.09,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",MT,Malta,2023,,0.73,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",MT,Malta,2024,,0.91,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",NL,Netherlands,2020,,-1.66,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",NL,Netherlands,2021,,1.79,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",NL,Netherlands,2022,,1.16,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",NL,Netherlands,2023,,-0.16,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",NL,Netherlands,2024,,0.34,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",NO,Norway,2020,,-1.51,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",NO,Norway,2021,,0.84,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",NO,Norway,2022,,1.31,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",NO,Norway,2023,,-0.07,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",NO,Norway,2024,,-0.24,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",PL,Poland,2020,,-1.26,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",PL,Poland,2021,,2.49,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",PL,Poland,2022,,0.95,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",PL,Poland,2023,,0.08,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",PL,Poland,2024,,0.65,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",PT,Portugal,2020,,-4.30,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",PT,Portugal,2021,,1.48,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",PT,Portugal,2022,,2.77,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",PT,Portugal,2023,,0.57,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",PT,Portugal,2024,,0.38,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",RO,Romania,2020,,-0.72,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",RO,Romania,2021,,2.44,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",RO,Romania,2022,,1.28,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",RO,Romania,2023,,0.17,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",RO,Romania,2024,,0.35,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",RS,Serbia,2020,,-0.60,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",RS,Serbia,2021,,2.19,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",RS,Serbia,2022,,-0.03,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",RS,Serbia,2023,,0.95,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",RS,Serbia,2024,,1.01,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",SE,Sweden,2020,,-1.14,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",SE,Sweden,2021,,1.01,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",SE,Sweden,2022,,-0.60,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",SE,Sweden,2023,,0.25,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",SE,Sweden,2024,,-0.15,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",SI,Slovenia,2020,,-1.47,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",SI,Slovenia,2021,,1.82,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",SI,Slovenia,2022,,0.24,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",SI,Slovenia,2023,,0.18,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",SI,Slovenia,2024,,0.12,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",SK,Slovakia,2020,,0.28,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",SK,Slovakia,2021,,-0.78,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",SK,Slovakia,2022,,1.36,,,,,
